username,review,rating,date,Angry,Haha,Like,Love,Sad,Wow,gender,location
mustafasharadi,                               ,1,2017-11-27 18:03:00,0,0,0,0,0,0,Male,Oujda
mustaphaaghous,رحتوا ف كلام فاحتش ههههههه ,1,2017-11-25 01:03:00,0,0,0,0,0,0,N/A,"Rabat, Morocco"
mustapha.amg,Je veux savoir pourquoi j ai chois 3 article dans le black friday et après allé voir mon stock impossible de procéder l achats,1,2017-11-24 11:55:00,0,0,4,0,0,0,Male,N/A
mustapha.elayami,هادو نصابين وكدابين وكيضحكو على الناس والله ينعل ليكوم بات بات مكوم ياالنصابة الله ينعل ليكوم الوالدين كتكدبو علينا وزايدون المنتجات ديالكوم دون المستوى الشفارة ,1,2017-11-24 00:13:00,0,0,5,0,0,0,Male,N/A
mustapha.elomary,Ikhan ikhan ikhan ikhan ikhan ,1,2017-11-24 20:04:00,0,0,0,0,0,0,Male,"Mazagan, El Jadida, Morocco"
mustaphakamelofficial,الشفارة نيميرو واحد في افريقيا تاضحو علىى عباد الله ,1,2017-11-24 00:39:00,0,0,0,0,0,0,Male,N/A
mustapha.rehani,La plus grosse arnaque du Maroc et on se fou de nous avec le black friday de je ne sais pas quoi  Après avoir choisi à minuit exact deux produits et les avoirs mis au panier  ils ont été effacés automatiquement   Bravo jumia pour cette blague idiote,1,2017-11-24 00:25:00,0,0,25,0,0,0,Male,N/A
must.bouf.9,   Black Friday waaaaaaa3r XD ,1,2017-12-01 12:36:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
MY.DRISS.LEM,Bonjour a l equipe de jumia  D après mon experience du 23 11 2017 au black friday  que je n ai pas eu de chance de gagner aucun article  Je tiens a vous demander de se rattraper auprès des personnes qui vous suivent     12 000 000   surtout au black friday de ce soir   19h et 21h    en donnant plus de chance au maximum de personnes pour qu ils puissent profiter des reductions que vous proposer allant jusqu a  95      See More ,3,2017-11-24 15:07:00,0,0,3,0,0,0,Male,"Barcelona, Spain"
myriam.mb2012,Nssaba                              ,1,2017-11-24 12:52:00,0,0,0,0,0,0,Female,N/A
naaderbrg,Never trust this website  If I can 0 start I would  ,1,2017-11-26 05:56:00,0,0,0,0,0,0,Male,N/A
nabil.ali.14224094,treeees mauvais trrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrres mauvais ,1,2017-11-29 17:41:00,0,0,0,0,0,0,Male,Salé
nabil.bouaoued,للأسف منين كتشري كتسهال الأمور ولكن الجودة ضعييييفة جدا وخدمة ما بعد البيع لا من يجيب  أنا مازال كانساين فلوس سلعة رجعتها من السنة الماضية ,1,2017-11-13 01:43:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
nabil.boubcher,Nul de chez nul ils m ont arnaqué avec un produit made in china bas de game je ne refais jamais cette betise,1,2017-11-19 17:03:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
Nabil.Fj0,soooooooooooooooooooooooooooooo Baaaaaaaaaaaad store ,1,2017-11-24 20:10:00,0,0,0,0,0,0,Male,"Las Vegas, Nevada"
nabil.sakr.12,mes pensées les plus sincères au community manager de Jumia  Respect pour la brave décision de ne pas avoir fermé le mur des avis  L évaluation non pas pour la qualité de vos services et produits  ni pour les promos mensongères mais plutôt pour l erreur que vous commetiez chaque année en lançant le black Friday  sachant que vous avez vécu la même situation l an passé  ,1,2017-11-11 16:23:00,0,0,0,0,0,0,Male,N/A
nabil.stars.52,C est fantastic prix et telefone ,5,2017-11-05 18:52:00,0,0,0,0,0,0,Male,Azemmour
nada.ell.77920,J adore ce cite bone qualité et bone les vrais ion ,5,2017-11-22 20:16:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
nadia.nadou.3150,تفو تفو تفو لعنة الله عليكم الكذابين ,1,2017-11-28 22:16:00,0,0,0,0,0,0,Female,N/A
NadirKassoumi,Très déçu aucun professionnalisme livreur arrivé 4h après la notification et la SURPRISE 1 article livré sur 4 commandés majoré de 10 Dhs de frais de livraison alors que ces derniers étaient de 20 Dhs pour toute la commande    Sans parler évidemment de la supercherie du 0 LikeBlack Friday0 Like  Pensez à revoir vos stratégies de communication et de distribution  autrement   vous disparaîtrez aussitôt que vous êtes apparus ,1,2017-11-28 12:30:00,0,0,4,0,0,0,Male,"Casablanca, Morocco"
nador.king212,avec des serveurs pourris ne faite pas des vente flash car vous n est pas capable de le faire  et voila vous Etes juste entrain de perdre vos clients comme sa         ,1,2017-11-24 01:06:00,0,0,4,0,0,0,Male,Nador
Naguisa15,nsaba    k k k k k k k k k k k ,1,2017-11-24 22:19:00,0,0,0,0,0,0,N/A,Meknes
naima.kahi.7,Kedaba kedaba kedaba kdoub kdoub ,1,2017-11-15 07:42:00,0,0,0,0,0,0,Female,N/A
najia.Elfilali,C est la deuxiéme fois que je commande chez vous et je suis vraiment dégoutée vous êtes toujours trés mal organiser au niveau de la livraison hors casablanca j ai passer ma commande lundi dérnier et je suis toujours dans la phase en cours d expédition   aucune réaction de votre part pour s excuser ni pour me prévenir la date exacte de la livraison  J habite pas à Mars c est just à côté à Mohammedia,1,2017-11-25 10:09:00,0,0,9,0,0,0,Female,N/A
najib.sb.96,كذابين و كذاببن و كذابين و كذابين ,1,2017-11-24 00:13:00,0,0,1,0,0,0,Male,"New Fes, Fès, Morocco"
najib.tihami,Menteurs qui n ont pas de principes ,1,2017-11-25 23:31:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
naoual.peintre,شكرا جوميا  منذ ثلاث سنوات او كثر و انا اتعامل مع منتوجاتكم  لم تخيبو ظني بكم  ارجو لكم مزيد من التقدم و المصداقية ,5,2017-11-17 23:57:00,0,0,0,0,0,0,Female,N/A
Naoufel.Met,3ndakom tchriw ra nessaba jumia nessaba ,1,2017-12-03 19:32:00,0,0,0,0,0,0,N/A,"Rabat, Morocco"
narjiss.sekat.3,Nulle movaise affaires hi katfalaw o dahko 3la nass kolchi 3a9 bikom ,1,2017-11-24 23:48:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
nassar.tanger,لا مصداقية ولا تعامل معكم منذ اليوم أسحب إعجابي بصفحتكم الفاشلة وأحدف التطبيق من هاتفي ,1,2017-11-25 21:10:00,0,0,2,0,0,0,Male,"Tangier, Morocco"
nassim.alaoui.90,Very poor service   fake ads and scammers   do not buy anything from this website otherwise your money will fade away  ,1,2017-11-24 15:33:00,0,0,0,0,0,0,N/A,N/A
nawal.essahraoui,Black fridy   vraiment c est black arnaqueur   en 1 sec tous les produits sont en solde out  celui que jai pu shopper me l ont pris de mon panier et l ont grisé pour que ca soit en rupture de stock     Si vous n êtes pas capable d assumer une offre  ne la proposez pas tout simplement  yen a assez des pub mensongères nous ne sommes pas des pigeons STOP de ma part je supprime l appli et je ne ferais plus aucun achat,1,2017-11-24 21:06:00,0,0,7,0,0,0,Female,Marrakech
nawal.halimy,Le plus minable service au monde c est nullllllllllllllll tu achete un téléphone tu n est pas satisfait impossible de le changé ou remboursé des arnaqueurs de top merdique services clients je vous déconseille aller à derb ghalaf mieux mille fois que ces connards tfouuuu,1,2017-11-25 22:19:00,0,0,5,0,0,0,Female,"Casablanca, Morocco"
NawalMouf,Espèces d arnaqueurs et menteurs ,1,2017-11-24 00:42:00,0,0,0,0,0,0,Female,N/A
nawal.touzani.90,excusez moi ne croyez surtout pas que vous avez gagne quelques choses vs avez plutôt perdu toute votre réputation est ce que ça valait le coup  personne ne vous prendra plus au sérieux personnellement je n ai pas participe à votre soi disant black friday mais bcp de mes collègues l ont fait pour finalement faire face à des arnaqueurs merci d avoir terni votre image,1,2017-11-24 11:39:00,0,0,13,0,0,0,Female,N/A
nawfal.karim.3,جماعة ولاد القحاب فاكيو اولاد العبد ,1,2017-11-24 00:39:00,0,0,1,0,0,0,Male,"Ville De Kenitra, Kenitra, Morocco"
Nazlaa.Nazlaa,ARNAQUEURS                        ,1,2017-11-24 00:40:00,0,0,0,0,0,0,N/A,"Casablanca, Morocco"
n.benkass,Une arnaque forcée  00000000 ,1,2017-11-26 13:27:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
nb.uicool,الموقع يسرق اموال الناس من فضلكم احدروه جيدا لا انصح احد بالشراء عبره ,1,2017-11-25 15:13:00,0,0,0,0,0,0,Male,Tétouan
Neeji07,Vous allez faire Faillite bientôt  ,1,2017-11-24 20:02:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
nermine.salmoun,L arnaque ,1,2017-11-24 14:11:00,0,0,0,0,0,0,Female,"Tangier, Morocco"
nezha.jaouny,        vous êtes que des monteurs     ,1,2017-11-24 19:11:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
nia.mae.965,J adore cette page bien continuez comme ça ,5,2017-11-07 23:02:00,0,0,0,0,0,0,Female,"Seoul, Korea"
Nidal0xp,bssbabkom maketi7ch cheta awlad nass ,1,2017-11-24 19:04:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
niema.bouderqa,Bon produits et delivration professionel   j aime Jumia   ,4,2017-11-05 03:47:00,0,0,0,0,0,0,Female,Usk
nightet,ghire kedaba o chefara loooooool ,1,2017-11-24 00:31:00,0,0,0,0,0,0,Male,Temara
nihalemgd,THE WORST   C est l ARNAQUE du siècle  ,1,2017-11-24 00:55:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
nirvana.uu,انا نجي تال عندكم او نحوي طبنمكم واحد بلواحد او ناخد 100 درهم من لفوق ,1,2017-11-24 00:46:00,0,0,0,0,0,0,Male,Kelaa des Srarhna
nisrine.adam.5836,Zeroooooooooooooooooooooooooooooooooooooooooooo ,1,2017-11-24 00:46:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
nizar.andaloussi.9,qualité de service médiocre vous êtes loin d Amazon par exemple ,1,2017-11-03 16:13:00,1,0,0,0,0,0,Male,Saint-Étienne
Noffer.deejays,J ai acheté plein d article et boom pas d offre spécial pour vos clients ,1,2017-11-16 00:46:00,0,0,1,0,0,0,Male,"Agadir, Morocco"
nogotabdo,كذوب في كذوب في كذوب ملكاين لا بلاك لا تحمص ,1,2017-11-24 21:15:00,0,0,2,0,0,0,Male,"Kenitra, Morocco"
nomapfree,نعلة لله عليكم ياولاد    ق      تظحكو على مواطن تفو على مستوا تلفزة لب 100 درهم لله يحرق جد بوكوم تظحكو على عباد لله و أنا واخ منهم شنو نقوليكم لي غادي ندير نحير تطبيق ديالكم وغادي نسينيلس صفحة ديالكم على هاد الاستحمار ,1,2017-11-24 23:51:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
nordin.nor.311,1.23456789011121E+049,1,2017-11-13 21:54:00,0,0,0,0,0,0,Male,N/A
nouamane.lhlou,                                 ,1,2017-11-24 01:53:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
Nouha.Zeraidi,ARNAQUE  ,1,2017-11-25 21:36:00,0,0,0,0,0,0,Female,N/A
Nounous.khaldi,Serveur merdique   black friday vous le partageez entre vois ra bayna hadi   goulou ldak l informaticien dyalkum bsseha les articles,1,2017-11-24 00:39:00,0,0,0,0,0,0,N/A,"Rabat, Morocco"
nour.adil.739,توصلت بالطلبية في الوقت المحدد    شكرا ,4,2017-11-19 10:59:00,0,0,2,0,0,0,Female,N/A
nour.bouhanana,Le Black Friday est une grosse arnaque sur Jumia  ,1,2017-11-25 02:51:00,0,0,0,0,0,0,Female,N/A
nourddine.moumen,شركه احتياليه تستغل عروض مزيفه لرفع نسبة زيارة الموقع الخاص بها ,1,2017-11-25 23:38:00,0,0,0,0,0,0,Male,"Old Fes, Fès, Morocco"
noureddine.chafai.7,C été une bonne entreprise maintenant c est une grande arnaque ,1,2017-11-05 12:57:00,0,0,1,0,0,0,Male,N/A
NoureddineNoor,كنا ممن يدافع عنكم ولا نحب احدا ان يشتمكم لكن خيبتم ظننا فيكم لاننا كنا من الاوائل الذين اخدو احد المنتوجات لكن عملية انهاء عملية الشراء لم تتم  وهذا يعود لتحكمكم في الموقع فكان هناك تشنج في التطبيق   ,1,2017-11-24 20:39:00,0,0,1,0,0,0,Male,N/A
noureddinexm,موقع ما تحت الصفر يستحمر الشباب المغربي ,1,2017-11-27 12:47:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
nouressalam.kartachi,attention     arnaque      déconseiller pour les vendeurs  je n est pas reçu mon argent depuis 2015,1,2017-11-31 18:08:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
ohibokom.fillah,منتجات اكتر من رائعه merci Jumia ,5,2017-11-29 20:32:00,0,0,0,0,0,0,Female,Meknes
okajour,ولاد الناس   ,1,2017-11-24 20:20:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
omar.alixses, JUMIAFUCKBLACKFRIDAY PFFFFFFFF ,1,2017-11-24 00:24:00,0,0,0,0,0,0,Male,N/A
omar.amili,Arnaqueur    ,1,2017-11-24 19:08:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
OmarBendrissAmraoui,Recevoir un produit défectueux   Attendre 3 mois pour avoir son coupon de remboursement   ATTENTION   ,1,2017-11-25 10:25:00,0,0,0,0,0,0,N/A,"Fez, Morocco"
omar.nahed.5,Zwina ou katjib lik kolchi tal andaaak ,5,2017-11-24 23:23:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
omar.ramo.98096,Arnaques  ,1,2017-11-25 00:16:00,0,0,0,0,0,0,Male,N/A
omar.sadam1,Chefarra o ma3andhom walo hal ichharatt ou khadamin b dyal nass sal3a dyal drb saltan il hwanatt o may3akloch alik khasshom hal laflouss tfou ndamna hta t3amalna m3ahom mardoni,1,2017-11-10 11:18:00,0,0,2,0,0,0,N/A,"Casablanca, Morocco"
omar.sejrady,شكرا جوميا   ,5,2017-11-25 10:44:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
omar.tahaoui,Hadi hir nesba met9ona  final mai b9ach fikom l7al ,1,2017-11-24 00:52:00,0,0,0,0,0,0,Male,Fnideq
om.hidaya.3,Koun l9it  0 étoile pour évaluer se site l on dertha 19 00 ktl9a ga3 les articles 0   en stock hhhhhhvhh,1,2017-11-24 19:07:00,0,0,0,0,0,0,Female,Essaouira
optgkaf6ad,this is just to steal people s money noo good products no good service the adds are just a fool and scammers,1,2017-11-24 17:55:00,0,0,0,0,0,0,Female,Marrakech
osoulimani,dropshipping legal   hadchi li kaydiro had nas makyn ghir alibaba khadama ,1,2017-11-24 11:04:00,0,0,0,0,0,0,Male,Martil
ossama.ayadi.9,wlad l3bd nsaba kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,2017-11-27 22:27:00,0,0,0,0,0,0,N/A,Berkane
Otaku.King2001,اخيب موقع شفتوا فحياتي   شفارة لاخرين كديرا حسابات ب اسماء مستعارة و كتعطيوهوم لصاحبكوم و رئيس شركة اسخابليه بلي زبناء هاذوك فعايل لكلاب اولاد لحرام       ,1,2017-11-24 00:28:00,0,0,2,0,0,0,Male,N/A
othmane.bennani.50,Service minable              ,1,2017-11-24 14:08:00,0,0,0,0,0,0,Male,"New Fes, Fès, Morocco"
othmane.bouhaddane,L Had lkdub mashi db athassbu 3lih ,1,2017-11-24 00:32:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
othmane.lagrani,rapport qualité   prix zeroooo ,1,2017-11-09 20:11:00,0,0,0,0,0,0,Male,Taza
othman.elbouhtouri,Une bande d arnaqueurs fils de Pute   avec un grand P   ,1,2017-11-24 01:00:00,0,0,3,0,0,0,Male,N/A
Otman.Boumalal,كذابين و محتالين   صفر خدمات صفر مصداقية صفر عليكم كاملين يا النصاباااا      ,1,2017-11-25 14:21:00,0,0,0,0,0,0,Male,"Tangier, Morocco"
otmanea,Je suis juste écuré  C est inadmissible de passer commande  recevoir le message de confirmation  avoir un retard de livraison et au final annulation de la commande  C est juste non professionnel et un boulot de gamin        ,1,2017-11-29 10:40:00,0,0,5,0,0,0,Male,"Casablanca, Morocco"
otma.ne.cs56,Nsaaaaaaaaaabaaaaaaaaaaaaa alkhoot ghiir blama tchriiiw mnha ,1,2017-11-25 23:44:00,0,0,0,0,0,0,Male,"Fez, Morocco"
otmanotana,0,1,2017-11-24 13:48:00,0,0,0,0,0,0,Male,N/A
otmsbai,Pourquoi les produit de l étranger sont payée par la carte bancaire pas a la livraisons   ,4,2017-11-16 23:34:00,0,0,0,0,0,0,Female,"Rabat, Morocco"
ouacha,Nul  Arnaq  escro  Tachefaret  Hechoma  ,1,2017-11-28 02:13:00,0,0,0,0,0,0,Male,N/A
ouajir,بالنسبة ل black friday لا مصداقية ,2,2017-11-24 23:59:00,0,0,0,0,0,0,Male,"Madrid, Spain"
oualid.elharrak,عروض البلاك فرايدي أكبر كذبة  المنتجات غير متوفرة منذ الثانية الأولى من بداية العرض  موقع فاشل ,1,2017-11-24 19:50:00,0,0,0,0,0,0,Male,N/A
oujdi.simo,prix exagérés  soldes fictifs    ,1,2017-11-27 00:18:00,0,0,1,0,0,0,Male,Oujda
oumaima.sa.10,C est honteux       Je me suis déçu ,1,2017-11-25 12:50:00,0,0,0,0,0,0,Female,Temara
oum.albanat.3994,je ne sais pas comment je peux demander une chose      ,3,2017-11-23 20:49:00,0,0,0,0,0,0,Female,N/A
oumayma.limouzari,Pour moi je suis avec jumia ça fait 2 ans le service est exellent et leurs produits sont en bonne qualité,4,2017-12-03 11:38:00,0,0,0,0,0,0,Female,N/A
oumnia.bouchta,De quel black friday vous parlez  Vous prenez les gens pour des cons ,1,2017-11-24 10:42:00,0,0,0,0,0,0,N/A,"Rabat, Morocco"
ousama.didouqen,Arnaque serveur bloqué apres10seconde et commande bloqué dans la dernieres etape ,1,2017-11-24 00:34:00,0,0,3,0,0,0,Male,N/A
oussama.affaki,C est du vrai arnaque j ai passé la commande du S7 edge et quand j ai arrivé a la validation de la commande le message de blocage c est affiché comme quoi que les données sont perdu mais c pas mogique,1,2017-11-24 00:40:00,0,0,2,0,0,0,Male,"Tangier, Morocco"
oussama.delbouha,Jumia null 000000000000000000000000009000000000000 ,1,2017-11-26 15:16:00,0,0,0,0,0,0,Male,Sidi Kacem
oussama.eduardo,Bande d arnaqueurs                                     ,1,2017-11-25 00:04:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
oussama.el.fes,Black friday hhh           ,1,2017-11-24 22:36:00,0,0,0,0,0,0,Male,N/A
oussama.idbk,l arnaque tout court l arnaque tout court ,1,2017-11-24 00:14:00,0,0,0,0,0,0,Male,N/A
oussama.nassiri.505,C rien  pourquoi mentir mais prq C nul    ,1,2017-11-24 00:41:00,0,0,0,0,0,0,Male,Ain Leuh
Oussama.ohk,Lah in3al zaml bokom a chfara nsaba 9hab lah in3al tbin mkom a nasab ,1,2017-11-24 16:25:00,0,0,0,0,0,0,N/A,Salé
paradisevalley,Franchement une société d escroquerie et d arnaque je vous recommande pas cette société ,1,2017-11-12 23:58:00,0,0,1,0,0,0,Male,"Paris, France"
phaycal.lik,Pure arnaque   tout le monde connaît l histoire du black friday chez jumia    ,1,2017-11-24 19:11:00,0,0,2,0,0,0,Male,Marrakech
pink3700,Ils se foutent de la gueule des gens l événement du black friday est vrmt raté l application a été bloqué dés le debut tay9olek rupture de stock,1,2017-11-24 07:24:00,0,0,7,0,0,0,Female,Meknes
porquedemora,Viva GearBest ,1,2017-11-25 21:44:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
prfattah2005,لقد قمت بشراء قارورات حبر من فئة 100ML لكن توصلت ب 70ML بثمن ال 100ML                                             ,1,2017-11-30 13:39:00,0,0,3,0,0,0,Male,Meknes
primarymen,Vous êtes juste des arnaqueurs ,1,2017-11-26 00:48:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
profile.php?id=100000749555572,je suis vraiment déçu  je vais déposer plainte pour publicité mensongère et faire une correspondance à l association de protection du consommateur  j ai en faite réussie a ajouter deux articles super promo dans le panier mais quand je voulais payer  des fois il me sort le panier vide  et d autres fois il me fait sortir les articles mais il me dit que le stock est épuisé  Merde pour ce black Friday  et RDV au tribunal et les journaux pour arnaque ,1,2017-11-24 19:14:00,0,0,17,0,0,0,N/A,N/A
profile.php?id=100001234170704,Kon Ghi madrto la black friday la walo daba ghi l image de marque tahet bsbab lakdoub dyalkom,1,2017-11-24 00:28:00,0,0,4,0,0,0,N/A,N/A
profile.php?id=100001293486189,انجيكم انا من لخر و بدارجة باش تفهموني حيت وخا تكون عندكم اللغة معندكمش العقل ديال دوك ناس وبالدليل المهم منطولش عليكم الخوت لي دور شي كوموند اوريها لينا يالاه و تا راه غير المصب و الاحتيال قاليك دقيقة و تا فين هيا الابليكاسيون بعدا ديزاكتيفاوها معا 00 00 دابا ديزانسطاليت طب   ن مها و تهنيت الله يخلف على aliexpress والموقع gearbest طوب نتوما قهرتونا بي الدروب شيبين dropshiping ولكن العيب ماشي فيكم في القطيع لي تابعكم و تايقول لا انا بوحدي لي ايقدر اطلع ليا الجوكير jumia اكبر كذبة خرجتوها امعاربة باش تنسيوما في حبيبنا سعد المجرد ديلمو شعب مفرفر      ,1,2017-11-24 00:37:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100001298871482,Nul nul nul nul nul nuuuuuuuuul ,1,2017-11-25 00:12:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100001600415496,tres beau travail et service apres vente ,5,2017-11-10 16:02:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100002226228252,Nul nul nul nuuuuuuuuuuuuuuuul ,1,2017-11-24 14:53:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100002255182118,team full of thiefs baraka mn sari9a yawlad le97ab ,1,2017-12-04 12:12:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100002506689629,Jumia is the website online  i have been a client for years and i have bought a lot of stuff from Jumia  it is the Best of all  Thank You jumia,5,2017-11-13 00:23:00,2,0,0,0,0,0,N/A,N/A
profile.php?id=100002917523233,غادي نشكيوكم عن مصلحة المستهلك ,1,2017-11-25 00:01:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100004171638828,موقع مختص في الكذب والنصب و استحمار المغاربة  Je signale     ,1,2017-11-24 14:15:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100004310746036,walah yn3al tabon mkom ya wlad lghab ktfalaw 3la 3ibad lah machi 7choma 3likom ,1,2017-11-26 15:46:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100004363909023,You website is a big scam  Stop fooling people   ,1,2017-11-25 16:54:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100004433898287,النصب والاحتيال شخصيا  احذروا ,1,2017-11-25 21:48:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100004537066958,pas mal xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,2,2017-11-03 16:29:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100004669754202,Arnaquer site de merde je conseille de ne faire confiance à jumia ,1,2017-11-25 16:14:00,0,1,0,0,0,0,N/A,N/A
profile.php?id=100004880298613,Nuuuuuuuuuuull          ,1,2017-11-24 21:16:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005075025476,Vous êtes des vrais arnaqueurs ,1,2017-11-24 21:39:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005165356608,علاش تاتلاحو للضومين ليماتاتفهمو فيه والو   كما يقول المثل   إذا عربت خربت   ,1,2017-11-25 22:56:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005339805966,je suis très satisfaite merci beaucoup ,5,2017-11-26 23:13:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005486719114,لاحولة ولا قوة الا بالله ,1,2017-11-12 00:37:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005517675021,Wlad le7ab kamline men terf tal terf ,1,2017-11-24 00:35:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100005671364738,Bande des arnqueurs  Chafara  Chawahkom dik l ingenieur نصابة  دعيناكوم لله,1,2017-11-29 02:34:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005917127087,Des arnaqueurs trikt chmayt  llah ighber likom ch9af ,1,2017-11-24 10:47:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100005943463438,لا علاقة النار لكبير ديال لكدوب fuck jumia  viva aliexpresse ,1,2017-11-24 00:39:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100006068358134,je veut acheter ps4 et samsung s7 edge et pc portable avec bon prix pls ,5,2017-11-23 19:10:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100006116646722,الله تحشوما عليكم والإخوان هاد الناس كداب وكلنا من أجل الوقوف ضد هؤلاء الذين يستحمرون الشعب ,1,2017-11-24 22:16:00,0,0,2,0,0,0,N/A,N/A
profile.php?id=100006134143171,La qualité est médiocre  la livraison prend du temps je préfère acheter sur des sites chinois qu acheter des articles de ce site ,1,2017-11-19 08:22:00,0,0,2,0,0,0,N/A,N/A
profile.php?id=100006178066739,Très bon service j ai reçu ma commande après 2jrs merci jumia ,5,2017-11-12 22:53:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100006222559232,Ya cheffara yal kedaba ya nessaba dnoub d 100000 alf wahed li sahartouhoum ghaydekhlokoum l jahanam d3inakoum laah khalitouna fay9in   bghiba la liste d nass li reb7ou w nsowlohoum wach vrai rab7in hadchi ila makanch l équipe dyalkoum li rbe7 c d l arnaque bl 3ellaali w nass tchouf,1,2017-11-24 14:56:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100006343574306,vous appler sa black friday c de l arnaque sa wlh ila 7chouma 3Likoum drtouha l3am lfayt goulna had l3Am at9dmou mais bon,1,2017-11-25 21:21:00,0,0,4,0,0,0,N/A,N/A
profile.php?id=100006409545083,Escroquerie et arnaque  go hell with your fucken service ,1,2017-11-28 14:46:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100006500982056,Galik black friday o serveur 3yan that fuck ,1,2017-11-24 13:14:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100006631128487,Pour tous ,5,2017-11-22 18:27:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100006917567784,شفارى تفو عليكم  لي مسخ لحمار تع جدكم ,1,2017-11-24 16:22:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007202895537,شفاااارا شفااااااارااااا شفارا ,1,2017-11-15 15:18:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007230618388,Que des arnaqueurs et des mensonges a 00h00 exacte le site ne marche plus     poof ,1,2017-11-24 00:41:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007322624423,الله ياخد فيكم الحق ا ربيعت النصابة تفووووووووو ,1,2017-11-24 00:43:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007331926931,Une mauvaise qualité et un service apres vente nuuuuuul pour un simple echange chehftona hta smhna fe la commande   une seule commande katsiftoha séparé pour facturer les frais de transport plusieurs fois et la taxe vous etes vraiment des arnaques je vous déconseille    ,1,2017-11-04 22:48:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100007372034983,Kdabine makayne ni deal ni rien vs etes q des arnaqueurs ,1,2017-11-24 00:31:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007473813367,top chop                         ,5,2017-11-14 00:07:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007716798524,Escrots   Vous etes de voleurs ,1,2017-11-24 21:28:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007763207527,Entreprise avec Des Produits de Qualité et une Superbe Communication  ,5,2017-11-06 15:46:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100007912126338,Arnaque et mauvaise qualité des produits ,1,2017-11-29 12:36:00,0,0,0,0,0,0,N/A,N/A
